startTime,endTime,startIdx,endIdx,classification
2195969,3444214,6000,19999,3
5187001,5453908,36000,39999,3
7000868,7917983,52000,63999,2
9628296,9815553,75000,76999,2
11501404,12103658,89000,91999,4
15092465,15638516,108000,118999,5
17878195,18253405,133000,138999,5
19388244,21763590,150000,176999,3
22821789,23094721,183000,187999,3
24744016,25994767,203000,216999,2
26997662,27709079,224000,228999,2
33333504,33639208,264000,268999,5
35723198,36030572,287000,291999,5
37666358,38474520,303000,311999,3
39276435,39557945,318000,320999,3
40451441,40817074,330000,334999,3
42198261,43249216,344000,353999,2
43645116,45577228,356000,365999,2
47443846,47704777,377000,378999,4
49221739,49751404,386000,388999,4
51148559,52289494,398000,406999,5
54249232,54568535,419000,422999,5
56042488,58622792,431000,452999,3
59270739,60581747,459000,469999,3
62191863,62385480,483000,485999,2
64753068,65092068,498000,500999,2
69509406,69978966,524000,529999,5
