startTime,endTime,startIdx,endIdx,classification
850203,3792135,2000,15999,4
4399014,6133225,22000,33999,5
6296844,7205769,36000,43999,3
8924085,11246061,58000,79999,2
12595231,14756191,98000,111999,4
15393400,17069552,120000,137999,5
17370970,19358494,142000,153999,3
20051612,22833911,162000,189999,2
23436408,26488526,198000,215999,4
27178756,29421881,222000,243999,5
29710525,31840611,248000,261999,3
32245593,34421259,270000,291999,2
35802031,38703027,310000,327999,4
39293084,41526727,334000,355999,5
41642004,44468024,358000,375999,3
44799840,45737256,382000,393999,2
47513148,48301985,402000,407999,2
49603713,51054134,422000,431999,4
52510686,53326331,442000,451999,5
55067404,58353796,468000,485999,3
