startTime,endTime,startIdx,endIdx,classification
92129,2045545,0,37999,4
2421170,4229626,52000,83999,5
4762377,5478711,98000,117999,3
8187266,10825680,156000,203999,2
11670705,14185784,222000,261999,4
14632434,16354358,278000,311999,5
16599418,17523045,322000,341999,3
19794806,22499572,386000,433999,2
23487079,26048798,454000,489999,4
26460867,26799177,502000,509999,5
29383574,29702189,562000,573999,3
32468833,33469955,626000,647999,2
35713098,38035287,688000,721999,4
38713296,40671222,738000,763999,5
41087185,44015737,774000,811999,3
44655039,46046748,830000,857999,2
46794775,47978237,862000,879999,2
48990532,49908753,902000,917999,4
51111615,51861328,926000,937999,4
52686086,55376967,954000,997999,5
56158832,56802657,1016000,1033999,3
58548195,58932741,1050000,1061999,3
59718616,62146605,1082000,1119999,2
