startTime,endTime,startIdx,endIdx,classification
468589,1663941,3000,24999,0
1835833,2880159,30000,48999,1
3633402,4372533,64000,71999,0
4504248,5739681,76000,94999,1
6144925,7750944,102000,117999,0
9143405,12382085,130000,184999,0
12607310,13422555,191000,207999,1
13657487,18096147,213000,267999,0
18301740,19309185,273000,291999,1
19582707,24584664,298000,341999,0
24778519,25801629,347000,363999,1
26417215,34673918,374000,438999,0
34814651,35901578,443000,459999,1
36539893,47678281,470000,569999,0
48923807,64346870,595000,731999,0
