startTime,endTime,startIdx,endIdx,classification
4297678,6283579,12000,23999,3
11085450,12223285,60000,75999,2
12511215,13475904,80000,93999,2
13984095,15136865,100000,111999,2
15807942,16749588,118000,125999,2
19498990,20883626,148000,155999,4
21775276,23099380,164000,169999,4
23888758,25046655,178000,185999,4
25294509,26221289,192000,205999,5
27264549,28355951,222000,233999,5
29261125,29883891,246000,253999,5
32526854,33524388,278000,287999,5
34437648,35835690,296000,305999,3
36644065,38688310,312000,323999,3
36644065,38688310,312000,323999,3
36644065,38688310,312000,323999,3
39696722,41297242,330000,339999,3
42705815,43247587,350000,355999,2
45002593,45835848,368000,373999,2
47563495,48370524,386000,391999,2
53219333,54399858,426000,431999,2
