startTime,endTime,startIdx,endIdx,classification
3400683,3749630,308000,373999,6
5456819,5801338,524000,581999,6
21360165,21693386,1820000,1865999,6
34374179,34486955,3419000,3436999,7
41460131,41631474,4224000,4252999,7
42133634,42345645,4324000,4371999,7
53301977,53463828,5759000,5779999,8
53697263,54058203,5805000,5861999,8
54197779,54426631,5878000,5908999,8
54548507,54752167,5920000,5952999,8
55014324,55266416,5987000,6027999,8
55830834,56075519,6102000,6141999,8
56325405,56524667,6167000,6195999,8
63067166,63420335,6984000,7053999,8
65012672,65258102,7274000,7326999,8
65564120,65822320,7380000,7434999,8
65999309,66178851,7456000,7490999,8
66470152,66778852,7535000,7584999,8
67386190,67526672,7668000,7690999,8
70624989,70850876,8073000,8104999,8
