startTime,endTime,startIdx,endIdx,classification
716644,923028,49000,68999,2
6388330,6643624,379000,405999,2
6811414,7168418,434000,481999,3
13360075,13528864,941000,961999,3
14211952,14585148,1037000,1073999,4
21000993,21102606,1481000,1491999,4
21324997,21483576,1525000,1548999,5
26806357,27156527,1954000,1983999,2
32104859,32250477,2279000,2295999,2
32425431,32693341,2325000,2361999,3
37330300,37629953,2735000,2772999,3
38377609,38696068,2852000,2888999,4
43263374,43403317,3180000,3192999,4
43718405,43873421,3237000,3260999,5
55724679,55908710,4049000,4067999,2
56132464,56488443,4101000,4148999,3
