startTime,endTime,startIdx,endIdx,classification
425424,2717332,2000,13999,5
3073465,5287554,16000,27999,3
5622374,7896689,30000,41999,2
11258532,12948087,58000,67999,5
13323454,15412142,70000,83999,3
16318566,18928315,88000,101999,2
21297509,23804393,112000,123999,5
24148989,26640228,126000,139999,3
27228142,29255379,142000,153999,2
32862315,34879789,172000,183999,5
35272324,37746488,186000,197999,3
38154539,39900032,200000,211999,2
42328096,44683617,224000,235999,5
45097689,47356076,238000,249999,3
47813018,49957418,252000,265999,2
53499779,55566479,282000,291999,5
56017291,58241392,294000,305999,3
58758898,60030493,308000,315999,2
