startTime,endTime,startIdx,endIdx,classification
3721756,6502114,63000,84999,3
7370463,9558536,93000,106999,2
10806443,13736242,116000,142999,5
14964189,16766182,152000,160999,4
17871937,19518404,172000,194999,5
19975423,22558502,200000,230999,3
23129518,24012727,240000,246999,2
26023091,27112267,262000,268999,2
28179029,29996281,276000,286999,3
31097299,32878222,298000,322999,5
34038841,36939495,335000,352999,4
37912332,40133822,362000,386999,3
40841003,43802233,395000,416999,2
45867415,47762804,427000,443999,3
48588704,50789911,453000,471999,5
56663104,57996788,511000,518999,3
59193971,60912666,527000,541999,2
