startTime,endTime,startIdx,endIdx,classification
2238772,4822066,100000,161999,3
5742008,8381680,185000,259999,2
9694493,12108593,290000,341999,5
13094608,15824223,364000,397999,4
16834133,17859956,428000,465999,5
18530007,21237580,489000,579999,3
21687666,25223537,599000,694999,2
26305521,28448629,717000,759999,3
29457469,31484725,784000,862999,5
32374193,35745491,887000,942999,4
36602771,38563601,972000,1031999,3
39348717,41866672,1057000,1128999,2
44455198,46360590,1173000,1226999,3
55583954,56251052,1427000,1442999,3
57689615,59192400,1477000,1526999,2
