startTime,endTime,startIdx,endIdx,classification
430961,673288,4000,11999,4
1087918,3030913,32000,64999,5
3507487,6308004,82000,133999,3
6929314,9657939,151000,192999,2
10574940,12768635,211000,242999,4
13251449,14999740,265000,297999,5
15223783,18260612,309000,376999,3
18483097,21178303,390000,431999,2
22280075,24613921,455000,482999,4
25122307,27648759,503000,551999,5
27986948,30777439,561000,624999,3
31128461,33478224,640000,677999,2
34477814,36579798,700000,727999,4
37219531,39471716,749000,782999,5
39739358,42847600,791000,849999,3
43371044,46777064,867000,909999,2
47752340,50508919,931000,964999,4
51438725,53990946,989000,1028999,5
54732300,57766703,1050000,1116999,3
58398204,60891307,1136000,1170999,2
