startTime,endTime,startIdx,endIdx,classification
848609,1344978,86000,130999,6
5786184,6175851,566000,611999,6
6897666,7179941,667000,693999,6
7577958,7715949,731000,744999,6
10585425,11035208,1196000,1267999,6
11727798,11879231,1347000,1382999,6
13279079,13733433,1739000,1833999,6
16629662,16836479,2099000,2140999,6
18497026,19271227,2481000,2631999,6
20212001,20397957,2731000,2774999,6
23927390,24326094,3304000,3361999,7
24902954,24941570,3442000,3446999,7
25047869,25346177,3460000,3492999,7
25496259,25519401,3507000,3508999,7
25681990,25713128,3523000,3525999,7
26075104,26217051,3561000,3576999,7
26390904,26471078,3596000,3606999,7
26588426,26778333,3621000,3642999,7
28734913,29063174,3925000,3963999,7
29716962,29756184,4044000,4049999,7
33000187,33219327,4703000,4736999,7
33637374,33885275,4788000,4821999,7
34822036,34866263,4954000,4961999,7
36998895,37047277,5348000,5358999,7
48770869,49444307,7244000,7357999,8
49843911,50138488,7399000,7442999,8
50381419,50475232,7476000,7486999,8
51086256,51328361,7558000,7593999,8
54421106,54851250,8038000,8106999,8
