startTime,endTime,startIdx,endIdx,classification
4904366,5027272,375000,387999,3
5827410,6083471,449000,470999,3
7081705,7354427,568000,593999,2
7956133,8144808,642000,660999,2
8764509,8917841,714000,725999,4
9924684,10130872,798000,815999,4
10778835,11216632,869000,904999,5
18767007,19085457,1452000,1475999,4
20001729,20393941,1551000,1586999,2
21230340,21391106,1649000,1662999,2
22845956,22959036,1797000,1808999,3
23885015,24080572,1875000,1891999,3
25931573,26479182,2040000,2090999,2
31363361,31650640,2475000,2498999,3
32787164,32839112,2591000,2594999,4
34294128,34506150,2693000,2710999,4
38031148,38280009,2978000,3004999,4
41851094,41953355,3282000,3292999,3
44213890,44714729,3477000,3522999,2
51300385,51400302,4012000,4021999,3
55953074,56069159,4354000,4363999,4
58036661,58652915,4518000,4570999,5
