startTime,endTime,startIdx,endIdx,classification
2221224,2472981,12000,13999,3
2995348,3963342,18000,25999,2
4608431,5046959,28000,31999,2
5684969,6862190,37000,46999,4
7405487,8125893,54000,61999,5
9969861,10108869,85000,88999,5
11071641,11507739,100000,102999,3
12242360,12378807,106000,107999,3
13366570,13903970,120000,128999,2
14626910,15002038,134000,138999,2
15583029,15934690,146000,149999,4
16446901,16803628,152000,155999,4
17324130,17640163,165000,169999,5
19357266,19537462,197000,202999,5
21395192,21563480,224000,226999,3
22218059,22821577,235000,243999,2
23195361,23478554,246000,250999,2
25971517,26213117,297000,301999,5
27457829,27611765,319000,323999,5
28237977,28849882,335000,341999,3
29088722,29506402,343000,346999,3
30064530,30639069,355000,363999,2
31080710,31347586,366000,369999,2
31577003,32151198,374000,380999,4
33745833,33897963,410000,412999,5
35307131,35522027,436000,441999,5
37111922,37299715,460000,462999,5
37850557,38225517,470000,475999,2
38928212,39230074,481000,485999,2
40641805,40825179,499000,501999,4
41362759,41551175,510000,513999,5
42939256,43267845,529000,533999,5
44544393,44696580,544000,546999,3
45150482,45543844,554000,560999,2
46145704,46353649,566000,569999,2
48148211,48333912,587000,589999,4
48937650,49187210,601000,606999,5
50581041,50764988,623000,626999,5
51213534,51825317,633000,638999,3
52052380,52267100,640000,642999,3
52883110,53356029,651000,659999,2
53731544,54101109,662000,666999,2
54326617,54832914,672000,677999,4
55750575,55908022,683000,685999,4
56262777,56545795,695000,701999,5
57836665,58027066,718000,722999,5
59481376,59620788,737000,738999,3
60275301,60806043,747000,753999,2
61088951,61270750,756000,758999,2
