startTime,endTime,startIdx,endIdx,classification
899460,1200462,64000,97999,0
1298796,1682932,106000,147999,0
1843553,2030505,166000,187999,0
2030506,2180709,188000,203999,0
2521619,3212631,234000,315999,0
7321671,7850608,700000,763999,1
8740645,8970943,830000,855999,1
9573638,9787269,926000,951999,1
10524043,10696520,1004000,1023999,1
14767746,14935630,1374000,1393999,1
21880023,21974752,2008000,2019999,0
22377057,22533189,2052000,2067999,0
23102708,23203666,2118000,2127999,1
23821613,23901996,2174000,2183999,0
26034953,26208783,2388000,2407999,0
26652733,26972479,2448000,2477999,0
29181368,29620619,2652000,2693999,1
30408052,30531346,2750000,2763999,1
30695782,30789665,2784000,2795999,0
32574728,32799409,2950000,2969999,0
34069612,34164170,3050000,3057999,0
34400415,34546596,3078000,3091999,0
34706821,34835993,3106000,3117999,0
35232477,35344091,3148000,3157999,0
35806721,35971109,3204000,3219999,0
38820246,39227149,3462000,3519999,0
39810116,40374027,3608000,3689999,0
40627673,41434963,3712000,3819999,0
41772908,42040416,3866000,3903999,1
43027092,43207119,3986000,4009999,1
44368141,44504239,4128000,4143999,1
44628959,44698461,4158000,4163999,0
54448729,54598325,4910000,4925999,0
58447419,58545991,5252000,5263999,0
61428751,61495753,5494000,5501999,0
