startTime,endTime,startIdx,endIdx,classification
702182,2212789,28000,109999,3
2997142,3187059,152000,163999,2
4383690,4556738,220000,229999,2
5253764,6486327,270000,337999,4
7456753,9834344,398000,573999,5
10034978,12040158,592000,713999,3
13118009,14706036,790000,887999,2
17003758,19227893,1042000,1225999,5
19589770,21235587,1256000,1375999,3
22958987,23154547,1496000,1511999,2
23710360,24858568,1552000,1681999,4
25759830,27194345,1760000,1871999,5
27824288,29214416,1928000,2027999,3
29756059,31025404,2072000,2147999,2
33449609,35085716,2352000,2487999,5
35499137,37010990,2528000,2637999,3
37463972,38907229,2674000,2761999,2
40280716,40396211,2844000,2851999,4
44230364,44412443,3126000,3143999,3
45832856,46029456,3238000,3251999,2
46849069,47019751,3310000,3319999,4
47906567,48029611,3366000,3375999,4
48607707,50397706,3422000,3547999,5
50918088,51267629,3586000,3615999,3
51783034,51970836,3644000,3659999,3
52515264,53798275,3704000,3787999,2
53995381,55524137,3806000,3897999,4
55965120,57634733,3940000,4059999,5
58208404,59321181,4102000,4179999,3
59982233,60915278,4226000,4281999,2
