startTime,endTime,startIdx,endIdx,classification
2128733,3850609,134000,292999,2
5381734,7817332,415000,639999,3
9328940,11631308,777000,979999,4
13234735,15737466,1110000,1394999,5
16953765,18985130,1498000,1683999,2
19887924,21424769,1766000,1923999,4
22536266,24938272,2033000,2349999,3
26002774,28553990,2462000,2740999,5
29393136,32022904,2833000,3063999,2
33403055,37090396,3180000,3490999,4
38694412,41422162,3637000,3897999,3
42711320,45222522,4031000,4286999,5
46737691,50316773,4425000,4728999,2
51283030,54575376,4817000,5107999,4
55489239,57107199,5216000,5389999,3
57876934,60068235,5483000,5721999,5
61010507,62553528,5813000,5960999,2
