startTime,endTime,startIdx,endIdx,classification
1488983,2700278,4000,10999,4
3832692,4783234,15000,20999,4
5392227,5827065,27000,30999,5
7143968,7527482,36000,39999,5
8509391,11021866,48000,60999,3
11154774,13400374,62000,75999,2
15078725,16874735,85000,93999,4
17270521,17594425,100000,103999,5
18418530,18766688,109000,113999,5
19550201,20912746,120000,124999,3
21114818,23447047,126000,137999,2
25130112,26843133,147000,152999,4
27383439,28792942,158000,167999,5
29544632,31173628,174000,179999,3
31542566,33268297,182000,191999,2
34405091,35945498,198000,205999,4
36380052,37816506,210000,227999,5
38405553,40564806,234000,244999,3
41087422,44309124,248000,265999,2
46616212,47192170,275000,277999,4
47733536,49573101,283000,295999,5
50153961,51928183,300000,307999,5
52297117,55245844,311000,326999,2
56419166,58389689,334000,345999,4
60222308,61312352,360000,366999,3
62473574,64501569,373000,384999,2
67063882,68381173,396000,404999,4
