startTime,endTime,startIdx,endIdx,classification
2155233,7271711,24000,127999,2
8991297,12676845,154000,270999,3
13912277,17684460,299000,345999,4
19481191,22217281,379000,427999,5
23878021,27121437,458000,494999,2
28705568,31842761,518000,571999,3
33102880,36099401,592000,625999,4
38060692,40457790,661000,689999,5
42232549,42654527,718000,725999,2
45457591,45741406,747000,751999,2
47105201,50281911,773000,811999,3
51541039,55087542,830000,865999,4
56405500,59544987,891000,934999,5
