startTime,endTime,startIdx,endIdx,classification
2297025,2498650,34000,42999,2
3063146,3500815,55000,64999,2
3580614,3900672,66000,72999,2
4112220,4552040,76000,86999,2
4817442,5059066,91000,94999,2
6816489,7100350,118000,122999,2
7410373,7775412,127000,134999,2
7410373,7775412,127000,134999,3
10254709,10722060,202000,209999,3
10853675,15489687,211000,314999,3
17052388,18687360,349000,389999,4
18824892,19302093,391000,399999,4
20415903,21061136,413000,423999,4
22599308,22802038,472000,489999,5
23105682,23398933,499000,509999,5
23622222,23964444,513000,529999,5
24316411,24676627,538000,547999,5
28159140,28765912,628000,646999,2
30165910,31347553,665000,677999,2
34117370,38099273,746000,825999,3
39410489,39759321,862000,874999,4
39939023,40470006,877000,886999,4
41271319,41750709,898000,908999,4
43375073,43596168,935000,942999,4
45318815,46592674,989000,1049999,5
48743460,48868612,1099000,1105999,5
50302930,51231343,1149000,1172999,2
51412221,52929683,1175000,1231999,2
53806709,54476245,1245000,1261999,2
55820375,56368997,1291000,1316999,3
56552751,57262178,1320000,1340999,3
57639836,58300796,1346000,1360999,3
58489956,58993323,1363000,1379999,3
59099407,59659778,1381000,1393999,3
59490198,59818736,1390000,1402999,3
61190262,61664142,1439000,1456999,4
64675994,64908272,1495000,1504999,4
66307399,66740753,1535000,1563999,5
69556654,69648874,1628000,1634999,5
