startTime,endTime,startIdx,endIdx,classification
139652,225946,4000,11999,2
3445806,3531248,166000,172999,2
3656227,3752492,186000,195999,3
6046736,6120794,326000,331999,3
6224752,6352656,340000,348999,4
9102183,9219418,480000,486999,4
9494492,9607027,512000,525999,5
13481343,13550601,886000,895999,5
13738906,13864010,921000,933999,4
15834597,15917815,1052000,1060999,4
16074882,16138048,1086000,1099999,5
18093648,18212056,1321000,1333999,2
21214046,21334692,1510000,1519999,2
21823907,21940073,1572000,1583999,3
30969774,31107994,2105000,2115999,2
33714793,33867830,2318000,2340999,3
35836539,35926018,2467000,2473999,3
51337619,51461486,3278000,3287999,2
53441214,53562792,3395000,3403999,2
53895577,54005970,3435000,3446999,3
55604836,55732265,3537000,3545999,3
57193300,57325550,3635000,3643999,4
57500091,57570575,3662000,3671999,5
