startTime,endTime,startIdx,endIdx,classification
295117,5738803,2000,47999,0
6278685,7255451,53000,65999,1
7387037,10469487,68000,89999,0
10654409,11135853,94000,102999,1
13000630,13904168,122000,138999,1
15126953,18046726,150000,168999,0
18105143,18752891,170000,181999,1
19226770,23111797,191000,237999,0
23542895,24899125,242000,263999,1
27540018,29134485,296000,319999,1
29660066,32726697,328000,359999,0
33208357,34475701,366000,390999,1
35110942,36417333,401000,412999,0
36710955,38643075,417000,450999,1
40757112,42167973,473000,500999,1
42278484,56516580,502000,570999,0
56672274,59433429,572000,595999,1
