startTime,endTime,startIdx,endIdx,classification
503808,2091360,3000,14999,6
3061249,6184753,21000,36999,6
7055284,7436129,42000,44999,6
12912729,14697185,66000,91999,6
15491587,18329427,98000,113999,6
19611537,19995999,119000,131999,6
21745193,23783674,193000,248999,7
24270796,25003339,252000,256999,7
27755661,30201292,275000,295999,7
34273027,35087936,316000,319999,7
36426745,37561584,326000,330999,7
39614476,40385804,339000,342999,7
44614388,44794363,430000,433999,8
46999033,48330211,487000,502999,8
48870548,49350354,507000,509999,8
51432231,55455719,522000,540999,8
56684564,57034323,546000,555999,8
58093307,59314428,583000,601999,8
59869430,63438558,606000,628999,8
