startTime,endTime,startIdx,endIdx,classification
2448113,6113297,166000,462999,3
8617141,12328774,656000,949999,2
14001274,17201336,1077000,1298999,4
18901352,21905811,1466000,1710999,5
23314553,26256294,1828000,2097999,3
27549697,30367306,2216000,2460999,2
31636316,34523121,2571000,2817999,5
35806879,38561887,2922000,3149999,4
40513315,42879908,3313000,3550999,3
44385101,47387853,3699000,3950999,2
48954958,51644976,4112000,4322999,5
53516472,57065374,4507000,4762999,4
59695368,63130348,5020000,5351999,3
