startTime,endTime,startIdx,endIdx,classification
1125065,3123955,40000,127999,3
4166928,7237554,180000,307999,2
8607332,11393907,372000,489999,4
11838926,13586758,518000,605999,5
15865381,20388490,696000,893999,5
28767048,32467451,1300000,1469999,3
33563776,40080623,1526000,1819999,2
41085781,45436197,1876000,2083999,4
46560503,50128970,2142000,2317999,5
51997460,55381011,2452000,2635999,3
56863822,61086108,2714000,2921999,2
62299896,64675831,2990000,3103999,4
66149464,68290167,3176000,3289999,5
