startTime,endTime,startIdx,endIdx,classification
4448198,4855045,17000,19999,2
10680276,11724976,47000,53999,3
13572781,14337646,63000,66999,3
16187155,16677538,77000,79999,4
18088075,18487375,87000,89999,4
20747633,23396718,109000,151999,5
32784843,33181700,197000,200999,2
36437396,37421545,219000,224999,3
38675559,38979978,233000,234999,4
41957211,42201125,256000,258999,5
46398113,47641745,285000,292999,2
48401844,48786518,299000,301999,3
51457997,52065990,317000,320999,4
52944019,54937064,325000,340999,5
57194542,57436848,358000,359999,2
61208814,62362876,385000,390999,4
63293425,63663665,402000,405999,5
