startTime,endTime,startIdx,endIdx,classification
574515,1014978,48000,99999,5
3136454,3415066,212000,237999,5
3963333,4439370,292000,333999,3
6806007,7020135,446000,467999,3
7177346,7481837,488000,521999,2
8889017,9232584,596000,625999,2
9741559,10153853,668000,697999,4
11908969,12478587,804000,859999,4
14497240,15160873,972000,1037999,3
16785319,17067895,1118000,1147999,3
17251364,17640907,1172000,1213999,2
19224288,19504647,1296000,1325999,2
19711666,20252727,1346000,1389999,4
22929732,23264386,1562000,1599999,5
26300334,26682573,1788000,1827999,3
27936813,28244997,1896000,1927999,3
28551059,28862235,1962000,1991999,2
31266090,31522271,2112000,2137999,2
36314241,36779610,2480000,2525999,3
38191907,38428563,2596000,2621999,3
38644374,38908365,2650000,2679999,2
40472533,40677445,2764000,2783999,2
43715838,43944533,2992000,3021999,5
46157919,46705227,3176000,3229999,3
48120551,48343721,3308000,3329999,3
48534520,48977863,3352000,3399999,2
50420423,50676259,3478000,3509999,2
51120000,51619074,3552000,3589999,4
54497121,54631654,3766000,3781999,5
