startTime,endTime,startIdx,endIdx,classification
1489424,1940948,5000,9999,2
4968720,5407417,24000,33999,3
7221639,7505011,42000,44999,3
7606008,8287552,47000,52999,4
10045778,10571582,58000,60999,4
15094845,15451474,113000,118999,4
17059072,17206570,125000,127999,4
19321795,21548539,168000,182999,2
22556583,22715862,189000,191999,2
23253815,24022828,204000,208999,3
25700989,27497766,216000,224999,3
30308604,31323998,250000,258999,2
32274876,32466136,263000,265999,2
37122251,37321799,310000,312999,3
37497491,38331900,316000,321999,4
52757096,53223965,395000,400999,2
54635778,54903222,407000,409999,2
56970929,57159375,430000,431999,3
57550407,58643420,436000,446999,4
58771423,58861992,451000,454999,5
60219795,60419609,479000,482999,2
