startTime,endTime,startIdx,endIdx,classification
1238072,1584289,11000,17999,2
1938225,2373121,22000,27999,2
2653565,6410716,31000,95999,2
7985355,11906142,111000,212999,3
13054162,16798127,230000,261999,4
18157998,21588876,277000,338999,5
23005025,23684568,357000,367999,2
26088461,26331760,386000,389999,2
27735313,31081987,403000,450999,3
32147060,35286015,462000,487999,4
41342401,41597705,565000,569999,2
44541985,44957114,588000,592999,2
46035345,49459454,602000,636999,3
50660940,50928838,648000,651999,4
54082713,54268885,672000,674999,4
55454087,55859792,689000,700999,5
58709463,58812073,734000,736999,5
