startTime,endTime,startIdx,endIdx,classification
625622,1908083,34000,115999,3
3008349,3264820,174000,191999,3
4338701,5252348,254000,317999,2
7499392,7997304,440000,475999,2
12705897,13105490,762000,797999,5
16967558,17334792,1024000,1051999,3
19847815,20110248,1192000,1211999,3
20407015,21980687,1234000,1333999,2
24240367,24841091,1446000,1485999,2
29430114,29588215,1750000,1763999,5
33901189,34506484,2044000,2087999,3
37752548,38002649,2274000,2293999,3
38372620,39131294,2320000,2375999,2
41819324,42387815,2506000,2545999,2
49870834,50213702,2994000,3021999,3
53668649,53871429,3222000,3237999,3
54047141,55327485,3256000,3339999,2
57114385,57494948,3438000,3465999,2
