startTime,endTime,startIdx,endIdx,classification
1123486,2091852,5000,13999,4
3007979,3275930,27000,31999,5
3935699,4117753,40000,42999,5
4960163,7295408,52000,68999,2
8894823,9736251,78000,83999,3
10426174,10814844,87000,89999,3
12201703,13858540,99000,114999,4
15284100,17251905,133000,153999,5
18336471,18976174,163000,169999,2
20184815,20790530,176000,180999,2
23909299,24299870,204000,206999,3
25432178,26997264,215000,229999,4
28549193,28719973,248000,250999,5
29992724,30225997,267000,270999,5
31107442,31970356,280000,288999,2
33012124,33449118,294000,297999,2
34810631,35140495,308000,310999,3
36361584,37120553,319000,325999,3
38367192,38995537,336000,341999,4
39660977,40057813,346000,350999,4
41549862,41793584,368000,371999,5
43421000,43646436,387000,389999,5
44528715,45214731,398000,406999,2
46554331,46984658,416000,420999,2
48117229,48364715,432000,434999,3
49905186,50385497,446000,449999,3
51659056,52398056,458000,465999,4
53012318,53292838,469000,472999,4
54801418,55122550,490000,494999,5
55995730,56122240,506000,508999,5
57185383,58225936,520000,529999,2
60909027,61307171,551000,554999,3
