startTime,endTime,startIdx,endIdx,classification
1992109,2289226,29000,32999,5
2929026,3858559,39000,47999,2
4691607,5323324,52000,55999,2
6693565,7591787,64000,70999,3
8490084,8971911,76000,79999,3
10445310,11088315,90000,94999,4
11607626,11961833,97000,100999,4
13267506,13588415,117000,122999,5
15035317,15343795,137000,140999,5
16214309,17123837,148000,156999,2
18263631,18937755,161000,165999,2
20036242,20607774,176000,180999,3
21774562,22565786,188000,193999,3
23449701,24321961,200000,206999,4
24798422,25138562,209000,212999,4
26384498,26710998,227000,231999,5
29012736,30050732,261000,270999,2
31167221,31723769,276000,280999,2
32578284,33558823,287000,297999,3
34872238,35265360,308000,311999,3
36195887,36764607,318000,322999,4
37708134,38131241,327000,330999,4
39485217,39825388,346000,351999,5
41526591,41795319,370000,372999,5
42366789,43355854,378000,390999,2
44613302,45192540,398000,404999,2
45932978,46493994,411000,419999,3
47701314,48584442,429000,437999,3
49749677,50549064,445000,450999,4
51028460,51452419,453000,457999,4
52841390,53156619,474000,479999,5
54072259,54220139,494000,496999,5
55192596,56020480,507000,515999,2
57149245,57550969,523000,526999,2
58570756,59361715,535000,545999,3
