startTime,endTime,startIdx,endIdx,classification
721644,812544,75000,85999,0
252277,554583,15000,58999,0
1294718,1485252,154000,183999,1
2015543,2361944,243000,283999,1
2593435,2810239,314000,340999,0
3081405,3314601,369000,397999,0
24111650,24151807,2284000,2288999,0
24236017,24552259,2300000,2335999,1
46631960,46815844,4063000,4077999,0
47102697,47195568,4099000,4109999,0
48873605,49144627,4274000,4299999,0
56224788,56493701,4800000,4822999,0
56856013,57296594,4847000,4886999,0
65531600,65690655,5514000,5547999,1
