startTime,endTime,startIdx,endIdx,classification
998673,1291516,174000,239999,7
1531271,1954013,273000,380999,7
2414391,2781138,461000,543999,7
3112137,3316926,599000,649999,7
3696463,4139227,709000,802999,7
6372618,6803045,1183000,1255999,7
14127508,14226551,2423000,2438999,7
14790836,14950449,2524000,2549999,7
15606338,15752618,2632000,2652999,7
25069719,25970479,3919000,4146999,6
26762889,27232669,4266000,4394999,6
27733005,28323432,4494000,4604999,6
31412458,31921881,5276000,5417999,6
32244137,32643128,5470000,5578999,6
35406316,35749013,6097000,6194999,6
36049525,36465618,6251000,6369999,6
39790453,40018010,7167000,7229999,6
44912640,45449363,8313000,8388999,8
45521107,45813004,8403000,8483999,8
46395883,46742613,8628000,8707999,8
47939275,48391161,8897000,8983999,8
48476476,48752287,8995000,9061999,8
49167660,49657038,9170000,9308999,8
50368580,50807460,9427000,9506999,8
51746629,52209256,9652000,9751999,8
52417727,52980968,9781000,9917999,8
53030417,54040390,9926000,10150999,8
54320855,54635025,10191000,10276999,8
54886040,55122470,10318000,10371999,8
57532129,57791301,10732000,10776999,8
60061940,60324828,11129000,11188999,8
64003739,64292267,11828000,11895999,8
