startTime,endTime,startIdx,endIdx,classification
2905428,3100154,90000,97999,2
9677985,9832535,320000,325999,3
14394428,14794852,486000,499999,4
19064186,19308249,654000,663999,5
21924011,23704384,796000,857999,5
31257247,31523816,1090000,1101999,2
33092432,33406920,1154000,1165999,2
34949651,35234748,1222000,1233999,3
39544166,40664327,1392000,1439999,5
42274812,42519776,1500000,1509999,4
44721995,45022980,1584000,1595999,2
46065730,46451700,1632000,1645999,2
47078532,47366122,1674000,1685999,3
48352264,48581112,1720000,1729999,3
55732041,55989801,1990000,1999999,2
56723915,56973125,2026000,2035999,2
58593407,58836132,2098000,2107999,3
61448203,61779111,2208000,2221999,5
