startTime,endTime,startIdx,endIdx,classification
2588518,3768792,23000,41999,2
8410374,8545454,78000,83999,2
8848588,9749545,99000,114999,3
15190119,15458559,171000,175999,3
16198434,16760918,195000,202999,4
22681878,23080766,243000,248999,4
23431095,23640073,264000,268999,5
28709947,29481703,332000,354999,2
33946961,34148927,392000,398999,2
34436052,35039739,414000,428999,3
39156373,39567074,476000,483999,3
40421464,40750023,505000,512999,4
45190822,45453357,544000,549999,4
45747392,46012715,563000,570999,5
51480367,52299117,651000,669999,2
57662693,57889438,723000,731999,2
58155455,58572949,745000,754999,3
