startTime,endTime,startIdx,endIdx,classification
577251,1310487,34000,97999,2
1939974,2231068,140000,167999,2
5229635,5973498,400000,467999,3
9186951,9436425,688000,713999,3
11239585,11661764,850000,885999,4
12719953,12971074,964000,983999,4
17706374,17839806,1326000,1339999,5
20047965,20730881,1488000,1551999,2
22872880,23110425,1710000,1733999,2
23987275,24582907,1812000,1871999,3
25972343,26415654,1988000,2035999,3
27417573,27944911,2126000,2171999,4
30956563,31309206,2422000,2459999,5
33651258,34161919,2668000,2723999,2
36416927,36653292,2904000,2929999,2
37382788,37781206,2992000,3041999,3
39389592,39591979,3188000,3213999,3
47435853,47799267,3918000,3957999,2
49464066,49733194,4096000,4125999,2
50933380,51194042,4242000,4277999,3
52689405,52937681,4408000,4435999,3
