startTime,endTime,startIdx,endIdx,classification
791457,2948213,4000,24999,2
4199470,6170018,35000,54999,4
7942698,10129274,68000,101999,5
11383298,13511521,120000,138999,3
14815455,17382561,150000,176999,2
18594848,21023807,189000,211999,4
22651836,24877870,229000,267999,5
25930896,28442548,281000,310999,2
30108349,31771545,327000,346999,3
33115317,35446200,365000,387999,4
37574646,39891966,413000,453999,5
40986980,43692175,468000,493999,2
46402898,48372108,527000,549999,3
49322639,51278630,561000,579999,4
52311165,54140788,596000,637999,5
57616457,59662184,672000,704999,2
60572663,63867146,719000,761999,3
64764103,64952624,772000,775999,4
