startTime,endTime,startIdx,endIdx,classification
1598415,1720460,106000,119999,2
6718570,6752860,578000,581999,2
8934419,9288750,762000,813999,3
9880249,10053239,882000,909999,3
11943288,12035485,1112000,1123999,3
13466736,13615304,1288000,1301999,4
18986558,19313126,1732000,1775999,5
19803396,19908783,1820000,1831999,5
20483640,20576514,1886000,1895999,5
20984868,21174142,1928000,1947999,5
23363797,23550768,2160000,2181999,2
28204276,28315591,2544000,2557999,3
29254645,29345081,2636000,2645999,3
29876436,30193861,2696000,2727999,3
37058531,37610754,3248000,3313999,5
38251904,38392240,3370000,3383999,5
38748354,39424832,3412000,3467999,5
41645089,41768877,3646000,3659999,2
45108230,45346069,3882000,3905999,2
50996491,51026998,4330000,4333999,4
55858879,55906685,4666000,4673999,5
57286254,57430368,4790000,4803999,5
57863457,58025040,4840000,4855999,5
58446254,58494437,4886000,4889999,5
