startTime,endTime,startIdx,endIdx,classification
1855993,2093775,168000,225999,6
4078809,4479051,574000,673999,6
5229152,5933703,752000,867999,6
8840399,9756155,1330000,1497999,6
11854388,12059053,1884000,1933999,6
13002803,13060821,2034000,2039999,6
17156115,17519241,2568000,2631999,6
22120622,22638800,3214000,3283999,7
23103111,24965158,3348000,3565999,7
27155376,27874539,3870000,3959999,7
31495429,33064619,4566000,4805999,7
35714684,36935336,5258000,5401999,7
39226146,39777075,5802000,5893999,8
41739457,44802236,6272000,6663999,8
47260810,48345454,7066000,7249999,8
49626010,51391970,7454000,7669999,8
53213253,53498593,7926000,7953999,8
