startTime,endTime,startIdx,endIdx,classification
1886032,2688890,200000,305999,3
6546005,7417487,1026000,1129999,3
10401584,10835512,1442000,1497999,2
14696557,15362476,1784000,1861999,2
16352599,16949440,1950000,2005999,2
17755910,18419272,2064000,2117999,2
23267813,23839174,2540000,2603999,4
24571406,26475709,2676000,2827999,4
31187696,32790760,3234000,3409999,5
37166669,40829269,3790000,4099999,3
41308645,42220738,4142000,4231999,3
43990869,49277598,4426000,4925999,2
53066827,53545264,5232000,5305999,4
54487486,55038303,5450000,5509999,4
55812182,56498163,5604000,5665999,4
