startTime,endTime,startIdx,endIdx,classification
2163863,5132081,202000,521999,0
5858696,6582865,600000,659999,0
7436500,7660654,710000,731999,0
15094477,18140461,1394000,1659999,1
19098710,21000487,1750000,1941999,0
26141313,29558094,2352000,2623999,0
31002700,31338643,2770000,2811999,0
31886247,32135235,2862000,2895999,0
32691756,34357815,2948000,3089999,0
34554304,35550398,3114000,3199999,1
41562799,41790550,3624000,3645999,0
42238320,46923761,3684000,4171999,0
47497548,49432537,4218000,4427999,0
49895981,50526316,4480000,4549999,0
