startTime,endTime,startIdx,endIdx,classification
7756656,9505211,28000,36999,0
9725923,10282497,38000,40999,0
18897393,19233243,75000,76999,0
19915034,20306058,80000,81999,0
25370929,26228865,98000,100999,0
30327875,30708305,113000,114999,0
30985427,31366233,116000,117999,0
35755169,36502132,132000,135999,0
39446163,39664488,145000,146999,0
41202331,41517462,154000,155999,0
43444923,43962412,165000,168999,0
44170673,44422570,170000,171999,0
45572541,46099759,177000,180999,0
48337882,48644958,191000,193999,0
54407493,55185840,214000,217999,0
59395728,60236248,234000,237999,0
60494430,61416428,239000,242999,0
