startTime,endTime,startIdx,endIdx,classification
4651228,7497082,15000,44999,3
9449262,12064703,70000,96999,2
13876497,16167654,115000,126999,4
17630030,20212951,144000,173999,5
21547268,25196525,196000,237999,3
27199261,29951698,267000,292999,2
31918645,32973801,313000,320999,4
35937192,38052968,351000,375999,5
39964878,42928847,400000,430999,4
44821068,47850006,452000,470999,2
50014489,51912086,487000,494999,4
54575561,55827513,519000,527999,5
58417197,62507131,552000,586999,3
64805284,67189321,614000,627999,2
72148352,72966299,663000,674999,5
