startTime,endTime,startIdx,endIdx,classification
2848317,3668801,10000,16999,5
5034619,5808343,27000,35999,3
7918081,8658353,51000,56999,2
11325200,12063502,76000,79999,4
14039212,14620623,91000,96999,5
18833181,19434329,131000,137999,2
22361364,23078232,152000,155999,4
25736523,26506774,166000,172999,5
28409548,28839809,187000,192999,3
30454649,30754418,200000,203999,3
30948682,33401877,207000,222999,2
37974708,38673694,246000,251999,5
40318888,43169707,263000,277999,3
43695124,44296996,286000,290999,2
48637370,49701834,309000,312999,4
51185252,51742970,319000,324999,5
53781868,54554284,341000,347999,3
57387609,58690843,363000,371999,2
