startTime,endTime,startIdx,endIdx,classification
3467424,4025665,27000,33999,2
4633671,4946295,36000,39999,2
5924660,6983975,49000,56999,4
9740161,10124650,74000,80999,5
13722271,15872236,117000,130999,3
16913324,18600760,141000,151999,4
20441691,22206487,165000,187999,2
23259665,23792560,204000,210999,5
28436349,29705989,250000,261999,3
30880623,31273141,274000,276999,4
35214524,36651601,297000,309999,2
37352212,37865054,317000,322999,5
39771567,41130618,340000,351999,3
44539067,46521155,372000,388999,2
49333116,51435785,415000,432999,3
54981672,55870075,452000,459999,2
63326797,64382909,495000,504999,3
