startTime,endTime,startIdx,endIdx,classification
194044,586144,8000,55999,0
686142,1053037,64000,105999,0
1788308,2190381,174000,213999,0
2382332,2641623,230000,259999,0
3545058,3998728,340000,383999,0
4162927,4490923,396000,429999,0
4576554,4892416,436000,463999,0
6054189,6263381,552000,571999,0
6560505,7727677,592000,703999,0
7860258,8422224,714000,763999,0
8675368,9044522,782000,815999,0
9169351,9768413,824000,871999,0
9976507,10585299,886000,939999,0
10695229,11043661,948000,979999,0
11385570,11794052,1006000,1043999,0
12582726,12978182,1108000,1141999,0
15231349,15590915,1312000,1341999,0
15840542,16239545,1358000,1393999,0
16492530,16826085,1412000,1445999,0
26263417,26762853,2166000,2209999,0
27979534,28438749,2300000,2345999,0
33312720,33785541,2758000,2817999,0
57108526,57411177,4488000,4513999,0
63382389,65600630,4892000,5079999,0
