startTime,endTime,startIdx,endIdx,classification
5474387,5705256,448000,477999,3
6904373,7217387,596000,631999,2
10823297,11047203,882000,909999,2
11994646,12265534,992000,1025999,4
15479424,15681344,1244000,1263999,4
16869070,17172862,1378000,1415999,5
22653811,23110760,1846000,1889999,3
24965247,25332456,2010000,2045999,3
26865510,27381973,2164000,2213999,2
30128398,30532521,2380000,2417999,2
31431104,31768235,2490000,2521999,4
33873249,34310820,2654000,2693999,4
36270435,36675086,2842000,2893999,5
40063477,40774582,3152000,3227999,3
45117592,45476220,3498000,3537999,3
51670596,51986198,3976000,4007999,3
51670596,51986198,3976000,4007999,2
53827006,54377315,4150000,4193999,4
55159581,55582170,4244000,4277999,4
57989128,58277571,4470000,4513999,5
60621777,61134776,4662000,4727999,5
62669888,63250661,4854000,4915999,3
64949504,65371055,5020000,5063999,3
66742670,67370848,5176000,5235999,2
69216477,69734786,5350000,5393999,2
