startTime,endTime,startIdx,endIdx,classification
4401463,5374461,381000,474999,6
6653803,6918926,573000,606999,6
7128897,7396428,625000,650999,6
22343795,22777521,1675000,1728999,6
54839728,55067045,6066000,6093999,8
55721535,55907628,6156000,6181999,8
56048388,56300056,6195000,6223999,8
56418100,56711051,6233000,6272999,8
56985921,57165329,6300000,6318999,8
57367355,57565804,6335000,6358999,8
57793347,58009402,6381000,6402999,8
58238296,58393527,6423000,6443999,8
59011417,59182198,6508000,6531999,8
65085881,65369988,7088000,7119999,8
65967054,66247324,7178000,7215999,8
67061456,67285066,7315000,7344999,8
73682013,77466344,8090000,8502999,8
