startTime,endTime,startIdx,endIdx,classification
2609641,3728766,170000,241999,4
4195434,5007917,266000,320999,4
5829720,6141558,390000,419999,5
7067183,7364916,470000,494999,5
8332104,9128213,561000,625999,2
9936726,10351286,676000,713999,2
11252597,12148991,785000,856999,3
12917602,13295082,910000,945999,3
14266538,14976394,1021000,1069999,4
15867989,16332217,1120000,1155999,4
17246542,17738907,1234000,1282999,5
18221280,18454222,1314000,1337999,5
19513941,20100457,1418000,1467999,2
20910133,21240444,1523000,1551999,2
22247927,23140528,1640000,1709999,3
23719393,24184830,1747000,1786999,3
25239522,25896843,1865000,1909999,4
26683271,27035503,1956000,1987999,4
27882085,28580558,2053000,2120999,5
29460880,29868527,2173000,2205999,5
30854487,31736062,2281000,2351999,2
32444118,32938102,2406000,2450999,2
33955526,34818438,2533000,2607999,3
35538778,36087631,2654000,2704999,3
37092492,37821121,2779000,2830999,4
38598589,38974942,2880000,2910999,4
40444464,40928253,3017000,3066999,5
41621608,42053516,3107000,3141999,5
42924453,43776671,3207000,3278999,2
44954395,45505898,3351000,3394999,2
46152659,47015683,3453000,3527999,3
47694179,48111792,3573000,3608999,3
49222071,49689862,3692000,3723999,4
50205267,51272113,3753000,3826999,4
52248866,52914594,3902000,3958999,5
53697980,53996984,4007000,4032999,5
55490423,56189423,4130000,4184999,2
56651644,56954451,4215000,4240999,2
57650020,58534029,4303000,4372999,3
58959046,59705947,4398000,4455999,3
60986039,61526109,4550000,4582999,4
61945555,62503220,4606000,4645999,4
63454860,64105405,4719000,4778999,5
