startTime,endTime,startIdx,endIdx,classification
2822927,3072634,56000,65999,7
10734598,10985345,235000,244999,7
19607850,20784108,577000,619999,7
28043082,29089016,783000,871999,6
29975848,30785677,923000,967999,6
31704072,31884355,1040000,1049999,6
32145950,32415913,1055000,1068999,6
33362967,33895721,1134000,1176999,6
34690741,35098107,1240000,1278999,6
35417742,35588080,1292000,1313999,6
36356600,36916552,1364000,1390999,6
38221765,38769406,1478000,1534999,6
45606935,46039938,1878000,1903999,6
50652222,51417600,2125000,2166999,8
51935508,52337798,2198000,2242999,8
53153336,53504158,2279000,2309999,8
54041610,54272600,2347000,2370999,8
54823463,55244000,2394000,2422999,8
56514033,57057443,2503000,2549999,8
57497588,57922343,2568000,2605999,8
60246962,60513350,2688000,2702999,8
61120660,61414342,2728000,2747999,8
63250545,63652454,2877000,2915999,8
64239651,64656895,2951000,2977999,8
65317868,65436269,3009000,3015999,8
