startTime,endTime,startIdx,endIdx,classification
1985600,2159243,104000,120999,2
7726527,7882749,411000,425999,2
14597431,14929910,834000,862999,3
8062306,8374333,449000,481999,3
22524256,22843328,1301000,1327999,5
27882889,28443391,1611000,1660999,2
33362506,33516684,1949000,1963999,2
33749588,34151105,1994000,2028999,3
38676847,38997318,2278000,2305999,3
39792635,40205994,2363000,2393999,4
44627817,44850078,2628000,2643999,4
45158358,45838652,2670000,2716999,5
50803798,51158248,3008000,3036999,2
56974412,57222068,3355000,3377999,2
57438834,57862771,3404000,3441999,3
