startTime,endTime,startIdx,endIdx,classification
624723,861793,27000,44999,3
2181200,2569088,119000,142999,3
4769675,4937906,272000,286999,2
5936999,6026872,334000,340999,2
7106249,7262748,414000,424999,4
9669385,9814269,537000,546999,4
12551367,12723221,723000,736999,5
13624235,13757528,785000,797999,5
14836002,15135291,877000,899999,3
16802391,17070784,987000,1008999,3
20484966,20728259,1209000,1223999,4
21625565,21904843,1284000,1311999,2
23202136,23306775,1392000,1399999,2
24790801,24970335,1510000,1523999,5
29379533,29558249,1808000,1824999,3
30802227,31014524,1904000,1920999,3
35688511,35852935,2198000,2210999,5
36541201,36805972,2255000,2275999,2
37634385,37763183,2324000,2333999,2
38494438,38610129,2383000,2395999,5
40860066,41094672,2543000,2563999,3
42056185,42423034,2619000,2645999,3
45766764,45958679,2834000,2850999,2
47536730,47624147,2941000,2947999,2
48294455,48410125,2998000,3009999,5
50453666,50712934,3138000,3159999,3
56244123,56997761,3479000,3528999,2
64384104,64827345,3928000,3961999,3
65393619,65587396,3994000,4008999,3
