startTime,endTime,startIdx,endIdx,classification
2966437,4190935,128000,166999,4
4698967,6038983,190000,250999,5
7345612,9402538,284000,325999,3
9959014,11691178,348000,418999,2
13157689,15349557,470000,533999,5
16571981,18271612,569000,606999,4
19461109,20617254,631000,652999,3
21718057,22770792,663000,680999,3
23335925,24909240,696000,778999,5
25518918,27272467,802000,843999,2
27556999,28026882,848000,863999,2
29211488,30697663,896000,935999,4
31718633,32927749,971000,995999,5
34446310,34746112,1029000,1036999,3
35957627,36509913,1054000,1068999,3
37112486,39359160,1083000,1152999,5
43378980,44502143,1261000,1314999,2
45000028,45283398,1333000,1347999,2
46895770,47418326,1400000,1413999,3
48700230,49133559,1439000,1454999,3
49499539,50628642,1470000,1517999,5
53593547,54726446,1615000,1646999,2
55361993,55694124,1658000,1668999,2
56251430,56870230,1688000,1710999,3
58722409,59917987,1753000,1782999,3
60660517,61117389,1819000,1835999,3
