startTime,endTime,startIdx,endIdx,classification
17562448,18048382,194000,206999,7
19697211,20053234,240000,245999,7
21981608,22261970,287000,298999,7
24984248,25874800,397000,425999,6
26074839,27028639,430000,440999,6
27435845,27886003,444000,448999,6
28445084,28748667,454000,458999,6
29365444,29928575,466000,474999,6
30123314,30651878,478000,490999,6
30990164,31924760,495000,513999,6
32266055,32934594,517000,525999,6
38529735,38793394,577000,580999,6
47352535,47907999,805000,821999,8
49834350,52632215,841000,906999,8
61597360,63145096,1003000,1025999,8
