startTime,endTime,startIdx,endIdx,classification
104431,641743,0,8999,3
1205747,3816994,18000,64999,2
4703330,6913116,82000,122999,5
7675122,9992446,137000,167999,4
11786973,14481116,192000,241999,5
14881246,17223181,247000,271999,3
17949919,20440295,280000,319999,2
21982631,24414224,334000,382999,5
26023362,28159682,407000,446999,4
29408220,31546397,471000,498999,3
32425360,33750526,513000,549999,5
34508082,35983307,562000,597999,2
37649712,39650503,622000,657999,4
40192085,42073680,673000,710999,5
43066661,44489944,729000,747999,3
45010292,46719038,760000,805999,2
47655408,48580738,831000,857999,5
52921365,53187208,976000,981999,4
53943834,55926633,999000,1026999,3
57152510,58765419,1051000,1087999,5
59828578,60605898,1108000,1123999,2
