startTime,endTime,startIdx,endIdx,classification
2669921,3120136,114000,135999,0
3242102,3487686,142000,155999,0
4093942,4368346,186000,199999,0
4571927,4967289,210000,231999,0
5047947,5526380,236000,259999,0
6108299,6622743,288000,313999,0
7261404,7585899,346000,361999,0
8009228,8126248,382000,387999,0
9472979,9630820,450000,457999,0
9748015,10247674,464000,489999,0
10680351,10978532,514000,529999,0
12570336,12914965,620000,643999,0
13276168,13451332,668000,679999,0
14396568,14918795,734000,767999,0
16370092,16642319,852000,867999,0
16824423,16957936,878000,885999,0
17114557,17251975,894000,901999,0
17373286,17785440,908000,929999,0
17901590,18073437,936000,945999,0
18231407,18368089,954000,961999,0
21529011,22050344,1172000,1209999,0
24916904,25065049,1370000,1377999,0
25226459,25299365,1386000,1389999,0
25952138,26326991,1422000,1441999,0
26536074,26690528,1452000,1459999,0
43197452,43389806,2360000,2369999,0
44165072,44941873,2410000,2459999,0
59521850,59672450,3098000,3105999,0
60602955,60944746,3150000,3169999,0
