startTime,endTime,startIdx,endIdx,classification
523456,2724225,68000,293999,5
2908836,3354356,324000,405999,3
5295905,5636361,574000,631999,3
6638268,9111824,764000,967999,2
10048342,11013065,1064000,1161999,4
11884411,12308448,1226000,1271999,4
12689143,13073949,1332000,1395999,5
14206913,14523606,1492000,1535999,5
14710375,15085055,1574000,1657999,3
17130609,17702815,1862000,1951999,3
18151323,18403709,2032000,2065999,2
20579674,20693527,2236000,2249999,2
21619873,22590833,2340000,2431999,4
23502947,24211463,2490000,2555999,4
24637950,25233655,2620000,2701999,5
26635776,27329184,2814000,2905999,5
