startTime,endTime,startIdx,endIdx,classification
832663,1047388,31000,46999,2
2217851,2831081,105000,142999,4
3963249,4170243,195000,207999,4
6080408,6608041,304000,354999,5
7427687,8293067,400000,453999,5
9284192,9662884,514000,545999,3
11331175,11534723,631000,648999,3
13013634,13371451,741000,771999,2
15347301,15432734,864000,871999,2
16803420,17101144,949000,970999,4
18939508,19135767,1055000,1068999,4
20806739,21299858,1162000,1212999,5
22899720,23108200,1312000,1330999,5
24080533,24322805,1389000,1411999,2
26319308,26482994,1512000,1525999,2
28261846,28551244,1622000,1654999,3
29740057,29958020,1717000,1738999,3
31280218,31507259,1821000,1836999,4
33438097,33609044,1929000,1941999,4
35741334,38005525,2057000,2216999,5
39132976,39307658,2291000,2306999,2
41694133,41862736,2421000,2433999,2
44570696,45682638,2587000,2658999,3
46308957,46482013,2687000,2701999,3
47452216,47791362,2760000,2783999,4
49130069,49421780,2849000,2866999,4
50344456,50774018,2919000,2971999,5
52136486,52383217,3067000,3097999,5
55824494,57801480,3291000,3417999,2
58762260,59249434,3484000,3526999,3
