startTime,endTime,startIdx,endIdx,classification
1530432,1621132,109000,116999,0
2427990,2599942,179000,194999,0
3041472,3442575,229000,261999,0
4598272,4651036,348000,351999,0
4791765,4964444,362000,374999,0
5185146,5324940,391000,403999,0
5377176,5489704,408000,417999,0
5528560,5648496,421000,431999,0
5735063,5958977,439000,458999,0
6111612,6316579,471000,487999,0
6442294,7334394,498000,578999,0
12251476,12426622,932000,945999,0
13335574,13781839,1015000,1051999,0
15277414,15838976,1157000,1200999,1
16183038,16323541,1224000,1234999,1
16622685,17606571,1258000,1335999,0
36461402,36667656,2714000,2733999,0
38013899,38338335,2857000,2888999,0
40123787,40562860,3019000,3056999,1
40693841,40848234,3067000,3080999,1
43709600,43898794,3289000,3304999,1
44583905,44715430,3353000,3363999,1
45420600,46485937,3417000,3498999,0
48122376,48465670,3619000,3647999,0
49297317,49466386,3710000,3725999,0
49832606,50005099,3754000,3768999,0
50476377,50650947,3806000,3821999,0
55384130,55730814,4163000,4189999,0
56524545,56829311,4250000,4273999,0
