startTime,endTime,startIdx,endIdx,classification
18090422,19846023,1196000,1352999,4
20842866,21297665,1444000,1491999,5
23706972,25320989,1738000,1872999,3
26605015,28065036,1978000,2102999,2
29606029,30217245,2231000,2281999,4
30942930,31411858,2334000,2373999,4
32300119,32549349,2451000,2475999,5
34846059,35517707,2695000,2758999,3
35763013,36026698,2777000,2799999,3
37232554,37792771,2901000,2952999,2
38480338,38773705,3002000,3026999,2
40277612,40780922,3143000,3185999,4
41403706,41748607,3235000,3270999,4
43012551,43318276,3378000,3402999,5
44747006,45054243,3508000,3537999,5
46390744,46719399,3667000,3695999,3
47714414,47910209,3763000,3778999,3
49408491,49851142,3891000,3931999,2
51121452,51630987,4023000,4061999,2
53399017,53898902,4191000,4228999,4
54493917,54985404,4269000,4309999,4
56291615,56762861,4410000,4452999,5
57573932,57871212,4515000,4539999,5
59334849,59817859,4676000,4718999,3
60929043,61148357,4795000,4814999,3
62488496,63201763,4916000,4976999,2
64031388,64394727,5031000,5056999,2
65835610,66287938,5165000,5202999,4
67155505,67644111,5263000,5303999,4
68895293,69419703,5403000,5449999,5
72229636,72977492,5686000,5748999,3
73463336,73647916,5783000,5799999,3
75205265,75591694,5924000,5960999,2
76191583,76527564,6005000,6029999,2
