startTime,endTime,startIdx,endIdx,classification
929829,997837,45000,48999,0
1263444,1378023,63000,69999,0
2388195,2453006,127000,130999,0
2670582,2831983,144000,154999,0
4074380,4165873,231000,236999,0
5203285,5296370,298000,303999,0
6114677,6249103,354000,362999,0
7178689,7272302,418000,423999,0
8011491,8095725,470000,474999,0
13221595,13277967,818000,822999,0
19919237,19998169,1281000,1286999,0
25260973,25305010,1658000,1660999,0
25737315,25849809,1687000,1694999,0
26242106,26332571,1719000,1724999,0
26781548,27005788,1752000,1767999,0
31052772,31214182,2053000,2063999,0
31469268,31575256,2080000,2087999,0
32002618,32130590,2117000,2125999,0
32510904,32683300,2150000,2162999,0
33116912,33234656,2191000,2198999,0
33520588,33602036,2216000,2221999,0
33977554,34159842,2248000,2260999,0
34388016,34522589,2275000,2284999,0
40294603,40433001,2715000,2724999,0
41354642,41435622,2790000,2795999,0
54823455,54964263,3763000,3773999,0
58018607,58222773,4000000,4014999,0
62758597,62913663,4338000,4349999,0
63235961,63412185,4372000,4383999,0
63690560,63776891,4401000,4406999,0
63748667,63894268,4405000,4415999,0
64372211,64468060,4448000,4454999,0
67753466,68379794,4651000,4702999,0
