startTime,endTime,startIdx,endIdx,classification
1334561,3620800,14000,33999,3
4369818,8206663,40000,83999,2
9439086,12693092,98000,129999,4
12941504,15734601,136000,171999,5
17333448,20223774,184000,209999,3
20642928,25139550,216000,265999,2
26075797,29524568,276000,309999,4
29919965,32757502,318000,351999,5
34499631,38261493,374000,409999,3
38688707,42702693,416000,459999,2
43252257,46117052,468000,495999,4
46519709,49204923,502000,531999,5
50338367,54184530,546000,585999,3
54416261,57706497,592000,635999,2
58885588,62283707,652000,681999,4
63102252,63466336,692000,697999,5
