startTime,endTime,startIdx,endIdx,classification
286160,792100,9000,41999,2
2259286,2512668,110000,127999,2
3710169,4144731,188000,212999,4
5409892,5628119,271000,283999,4
7442958,9674260,368000,492999,5
10710688,11023640,550000,571999,3
12779358,12961828,659000,672999,3
14396328,14518175,750000,759999,2
16717161,16901610,865000,878999,2
18107564,18213831,939000,946999,4
20340778,20591384,1045000,1060999,4
22250313,24468438,1146000,1277999,5
25488639,25763069,1333000,1353999,2
27613993,27819597,1446000,1461999,2
29650819,31355677,1558000,1665999,3
32649544,32859179,1739000,1752999,4
34857036,34934249,1842000,1846999,4
37203725,39419810,1966000,2090999,5
40475903,40822315,2146000,2170999,2
43014941,43215173,2269000,2283999,2
45932709,47188813,2429000,2503999,3
47683546,47930120,2526000,2543999,3
48818806,49041140,2591000,2605999,4
50758638,50845415,2685000,2690999,4
51921314,53730305,2754000,2871999,5
59019383,59181954,3481000,3500999,2
